person_id,stock_id,virtual_date,weekday,quantity,cost_price,current_price,profit,start_date
-1,0,0,0,127,0,180,0,0
-1,1,0,0,0,0,140,0,0
-1,2,0,0,235,0,200,0,0
7,0,0,0,6,181.6875,185.05,0.018493037591502084,0
0,0,0,0,4,182.49107142857142,185.05,0.014028165926900116,0
5,1,0,0,200,143.28125,143.28,0,0
3,2,0,0,4,200.96774193548387,203.31,0.011643528884908213,0
4,0,0,0,6,183.86159113076272,185.05,0.00647231589252691,0
5,0,0,0,3,183.8461369399831,185.05,0.006527060103345211,0
1,2,0,0,0,201.45441244239632,202.07,0.003077686770910919,0
0,2,0,0,6,202.27111032616983,203.31,0.005141642359222781,0
3,0,0,0,4,185.05084447251818,185.05,0,0
8,2,0,0,5,203.31050919770692,203.31,0,0
0,0,1,1,11,186.3530950518988,193.29,0.03724174939629728,0
0,2,1,1,6,202.27,208.58,0.031195926237207704,0
3,2,1,1,8,202.63232673444827,208.58,0.02936386517297546,0
3,0,1,1,8,188.8670065101267,193.29,0.023402340234023336,0
4,0,1,1,12,186.84831588711253,193.29,0.034466149317634455,0
5,1,1,1,50,143.28,145.13,0.01291178112786149,0
5,0,1,1,3,183.85,193.29,0.05134620614631492,0
7,0,1,1,11,184.84784168994014,193.29,0.04565864214227751,0
8,2,1,1,5,203.31,208.58,0.025921007328709902,0
-1,0,1,1,99,0,185.05084447251818,0,0
-1,1,1,1,0,0,143.28125,0,0
-1,2,1,1,0,0,203.31050919770692,0,0
8,1,1,1,72,144.97901420721894,145.13,0.0010346254655814989,1
1,1,1,1,71,144.50102199570816,145.13,0.00435986159169547,1
2,2,1,1,229,208.57826393057533,208.58,0,1
6,0,1,1,4,187.50470206144195,193.29,0.030879999999999956,1
7,1,1,1,7,144.74681770210373,145.13,0.0026252158894645625,1
5,2,1,1,2,208.5784499380137,208.58,0,1
1,0,1,1,2,193.28534526856566,193.29,0,1
0,0,2,2,11,186.35,197.86,0.061765495036222265,0
0,2,2,2,6,202.27,208.58,0.031195926237207704,0
1,1,2,2,0,144.5,145.13,0.00435986159169547,1
1,0,2,2,0,193.29,197.67,0.022660251435666592,1
2,2,2,2,221,208.58,208.58,0,1
3,2,2,2,11,204.25240739971116,208.58,0.02119951040391683,0
3,0,2,2,8,188.87,197.86,0.04759887753481235,0
4,0,2,2,12,186.85,197.86,0.05892427080545903,0
5,1,2,2,50,143.28,145.52,0.015633724176437807,0
5,0,2,2,102,197.26774161760085,197.86,0.0029908247579459794,0
5,2,2,2,2,208.58,208.58,0,1
6,0,2,2,4,187.5,197.86,0.055253333333333404,1
7,0,2,2,11,184.85,197.86,0.07038139031647292,0
7,1,2,2,7,144.75,145.52,0.005319516407599379,1
8,2,2,2,5,203.31,208.58,0.025921007328709902,0
8,1,2,2,106,145.15320846004147,145.52,0.0025490871512229042,1
-1,0,2,2,0,0,193.28534526856566,0,0
-1,1,2,2,0,0,145.13014098312132,0,0
-1,2,2,2,0,0,208.5784499380137,0,0
6,1,2,2,5,145.24328435136096,145.52,0.001927843569264673,2
2,1,2,2,32,145.45626010334146,145.52,0.00041248453183007197,2
4,2,2,2,2,208.57861601608369,208.58,0,2
2,0,2,2,2,197.85778320703102,197.86,0,2
6,2,2,2,3,208.57900604430026,208.58,0,2
0,0,3,3,11,186.35,197.86,0.061765495036222265,0
0,2,3,3,12,205.5355533191533,208.88,0.016249878369173902,0
2,2,3,3,208,208.58,208.88,0.0014382970562852762,1
2,1,3,3,32,145.46,145.52,0.00041248453183007197,2
2,0,3,3,2,197.86,197.86,0,2
3,2,3,3,11,204.25,208.88,0.02266829865361075,0
3,0,3,3,8,188.87,197.86,0.04759887753481235,0
4,0,3,3,12,186.85,197.86,0.05892427080545903,0
4,2,3,3,2,208.58,208.88,0.0014382970562852762,2
5,1,3,3,50,143.28,145.52,0.015633724176437807,0
5,0,3,3,102,197.27,197.86,0.0029908247579459794,0
5,2,3,3,5,208.64127425981368,208.88,0.0011503067484663013,1
6,0,3,3,4,187.5,197.86,0.055253333333333404,1
6,1,3,3,5,145.24,145.52,0.001927843569264673,2
6,2,3,3,3,208.58,208.88,0.0014382970562852762,2
7,0,3,3,11,184.85,197.86,0.07038139031647292,0
7,1,3,3,7,144.75,145.52,0.005319516407599379,1
8,2,3,3,5,203.31,208.88,0.02739658649353201,0
8,1,3,3,106,145.15,145.52,0.0025490871512229042,1
-1,0,3,3,0,0,197.85778320703102,0,0
-1,1,3,3,0,0,145.5200028460117,0,0
-1,2,3,3,0,0,208.57900604430026,0,0
7,2,3,3,4,208.87888167468805,208.88,0,3
0,0,4,4,11,186.35,197.86,0.061765495036222265,0
0,2,4,4,6,205.54,209.33,0.01843923323927226,0
2,2,4,4,21,208.58,209.33,0.003595742640713395,1
2,1,4,4,32,145.46,145.52,0.00041248453183007197,2
2,0,4,4,2,197.86,197.86,0,2
3,2,4,4,11,204.25,209.33,0.024871481028151836,0
