stock_id,virtual_date,weekday,volume,quantity,last_price,begin_price,highest_price,lowest_price
0,-4,0,0,0,110,110,110,110
0,-3,0,0,0,130,130,130,130
0,-2,0,0,0,90,90,90,90
0,-1,0,0,0,160,160,160,160
0,0,0,4214.983377890073,23,185.05084447251818,180,185.05084447251818,180
1,-4,0,0,0,80,80,80,80
1,-3,0,0,0,95,95,95,95
1,-2,0,0,0,70,70,70,70
1,-1,0,0,0,115,115,115,115
1,0,0,28656.25,200,143.28125,140,143.28125,140
2,-4,0,0,0,220,220,220,220
2,-3,0,0,0,190,190,190,190
2,-2,0,0,0,210,210,210,210
2,-1,0,0,0,180,180,180,180
2,0,0,3234.5025459885346,16,203.31050919770692,200,203.31050919770692,200
-1,0,0,36105.729999999996,239,182.6073643870794,178.85714285714283,182.6073643870794,178.86
0,1,0,5309.470690537131,28,193.28534526856566,185.05084447251818,193.28534526856566,185.05
1,1,0,31970.84,221,145.13014098312132,143.28125,145.13014098312132,143.28
2,1,0,49415.92,237,208.5784499380137,203.31050919770692,208.58,203.31
-1,1,0,86696.23,486,187.7263882540891,182.6073643870794,187.7263882540891,182.61
0,2,0,19965.48,101,197.85778320703102,193.28534526856566,197.86,193.29
1,2,0,10328.5,71,145.5200028460117,145.13014098312132,145.5200028460117,145.13
2,2,0,1668.6370181329007,8,208.57900604430026,208.5784499380137,208.58,208.57900604430026
-1,2,0,31962.62,180,189.00638598564927,187.7263882540891,189.01,187.73
0,3,0,0,0,197.85778320703102,197.85778320703102,197.86,197.85778320703102
1,3,0,0,0,145.5200028460117,145.5200028460117,145.5200028460117,145.52
2,3,0,2714.345526698752,13,208.87888167468805,208.57900604430026,208.87888167468805,208.58
-1,3,0,2714.35,13,189.14918390488157,189.00638598564927,189.14918390488157,189.01
0,4,0,0,0,197.85778320703102,197.85778320703102,197.86,197.85778320703102
1,4,0,0,0,145.5200028460117,145.5200028460117,145.5200028460117,145.52
2,4,0,40369.53830419367,193,209.33217511649082,208.87888167468805,209.33217511649082,208.88
-1,4,0,40369.54,193,189.36503792478766,189.14918390488157,189.36503792478766,189.15
0,5,0,0,0,197.85778320703102,197.85778320703102,197.85778320703102,197.85778320703102
1,5,0,0,0,145.5200028460117,145.5200028460117,145.5200028460117,145.5200028460117
2,5,0,0,0,209.33217511649082,209.33217511649082,209.33217511649082,209.33217511649082
-1,5,0,0,0,189.36503792478766,189.36503792478766,189.36503792478766,189.36503792478766
