person_id,stock_id,virtual_date,weekday,quantity,cost_price,current_price,profit,start_date
4,2,3,3,10,221.58622697275487,256.46,0.15736269687260243,0
5,0,3,3,16,191.46,209.47,0.09406664577457428,0
5,2,3,3,45,220.0321922261271,256.46,0.16556833159114656,0
5,1,3,3,30,148.83,161.69,0.08640731035409517,0
6,2,3,3,22,213.8,256.46,0.1995322731524788,0
6,0,3,3,12,192.7824871080808,209.47,0.08657537088909636,0
6,1,3,3,20,149.4,161.69,0.08226238286479244,0
7,2,3,3,38,227.34403645150857,256.46,0.1280900853347408,0
7,0,3,3,33,190.22418261723732,209.47,0.10119861213331932,0
7,1,3,3,10,146.03,161.69,0.1072382387180716,0
8,0,3,3,22,193.59,209.47,0.08202903042512524,0
8,1,3,3,32,147.09,161.69,0.09925895710109452,0
8,2,3,3,43,225.0636557763453,256.46,0.13951835066204557,0
-1,0,3,3,0,0,206.28315800323244,0,0
-1,1,3,3,0,0,159.194676285674,0,0
-1,2,3,3,0,0,245.46597289343015,0,0
0,1,4,4,27,146.20960815978967,164.23,0.12324738389986992,0
0,2,4,4,21,218.22,261.11,0.1965447713316837,0
0,0,4,4,15,197.76,212.52,0.07463592233009719,1
1,2,4,4,15,224.94,261.11,0.16079843513825917,0
1,1,4,4,13,151.87313609966904,164.23,0.08138539540396382,0
1,0,4,4,22,192.92,212.52,0.10159651669085644,0
2,0,4,4,20,191.703472139343,212.52,0.10860719874804392,0
2,1,4,4,33,149.39,164.23,0.09933730504049806,0
2,2,4,4,29,222.93,261.11,0.17126452249585075,0
3,0,4,4,20,187.94511803483576,212.52,0.13072625698324034,0
3,1,4,4,37,150.52,164.23,0.09108424129683748,0
3,2,4,4,27,233.6,261.11,0.1177654109589042,1
4,0,4,4,10,184.97,212.52,0.14894307184948916,0
4,1,4,4,22,150.36,164.23,0.09224527799946776,0
4,2,4,4,12,227.72068641193007,261.11,0.14662743720358343,0
5,0,4,4,16,191.46,212.52,0.10999686618614855,0
5,2,4,4,48,222.5972190209849,261.11,0.17300089847259667,0
5,1,4,4,36,151.39680555848636,164.23,0.08474240422721258,0
6,2,4,4,25,219.11992293629015,261.11,0.1916301569916028,0
6,0,4,4,12,192.78,212.52,0.10239651416122009,0
6,1,4,4,20,149.4,164.23,0.09926372155287808,0
7,2,4,4,42,230.40143735335292,261.11,0.13328993055555555,0
7,0,4,4,33,190.22,212.52,0.11723267795184528,0
7,1,4,4,10,146.03,164.23,0.12463192494692864,0
8,0,4,4,23,194.41294684633752,212.52,0.09315364435985812,0
8,1,4,4,32,147.09,164.23,0.11652729621320272,0
8,2,4,4,43,225.06,261.11,0.1601795076868391,0
-1,0,4,4,0,0,209.4660087896105,0,0
-1,1,4,4,0,0,161.6918623457529,0,0
-1,2,4,4,0,0,256.4622464008911,0,0
0,1,5,5,27,146.21,164.23,0.12324738389986992,0
0,2,5,5,21,218.22,261.11,0.1965447713316837,0
0,0,5,5,15,197.76,212.52,0.07463592233009719,1
1,2,5,5,15,224.94,261.11,0.16079843513825917,0
1,1,5,5,13,151.87,164.23,0.08138539540396382,0
1,0,5,5,22,192.92,212.52,0.10159651669085644,0
2,0,5,5,20,191.7,212.52,0.10860719874804392,0
2,1,5,5,33,149.39,164.23,0.09933730504049806,0
2,2,5,5,29,222.93,261.11,0.17126452249585075,0
3,0,5,5,20,187.95,212.52,0.13072625698324034,0
3,1,5,5,37,150.52,164.23,0.09108424129683748,0
3,2,5,5,27,233.6,261.11,0.1177654109589042,1
4,0,5,5,10,184.97,212.52,0.14894307184948916,0
4,1,5,5,22,150.36,164.23,0.09224527799946776,0
4,2,5,5,12,227.72,261.11,0.14662743720358343,0
5,0,5,5,16,191.46,212.52,0.10999686618614855,0
5,2,5,5,48,222.6,261.11,0.17300089847259667,0
5,1,5,5,36,151.4,164.23,0.08474240422721258,0
6,2,5,5,25,219.12,261.11,0.1916301569916028,0
6,0,5,5,12,192.78,212.52,0.10239651416122009,0
6,1,5,5,20,149.4,164.23,0.09926372155287808,0
7,2,5,5,42,230.4,261.11,0.13328993055555555,0
7,0,5,5,33,190.22,212.52,0.11723267795184528,0
7,1,5,5,10,146.03,164.23,0.12463192494692864,0
8,0,5,5,23,194.41,212.52,0.09315364435985812,0
8,1,5,5,32,147.09,164.23,0.11652729621320272,0
8,2,5,5,43,225.06,261.11,0.1601795076868391,0
-1,0,5,5,0,0,212.517777465762,0,0
-1,1,5,5,0,0,164.2308333509181,0,0
-1,2,5,5,0,0,261.10550433575827,0,0
